word,percentage_known,Prevalence,concreteness,AoA,valence,arousal,dominance
cutlass,0.87,1.11,4.20,10.00,5.00,4.55,5.26
cutoff,0.96,1.74,3.62,10.00,3.14,3.92,5.00
cutter,0.99,2.06,4.07,4.00,4.05,4.35,5.88
cutthroat,0.95,1.59,2.55,6.00,3.14,5.65,4.27
cyanide,0.98,1.90,4.32,10.00,2.70,5.72,4.92
cycle,1.00,2.58,3.64,6.00,5.64,4.42,5.81
cyclone,1.00,2.34,4.48,4.00,3.47,5.09,3.18
cylinder,0.99,2.33,4.64,6.00,5.45,3.14,4.57
cynic,0.97,1.80,2.64,10.00,3.45,4.68,4.81
cynical,1.00,2.45,1.64,12.00,3.30,4.78,4.95
cynicism,0.98,1.98,1.78,13.00,3.41,5.00,4.79
cyst,0.98,2.05,4.23,12.00,2.50,4.28,3.17
czar,0.91,1.29,4.14,6.00,4.53,4.79,4.36
dab,0.96,1.73,3.60,6.00,5.00,3.11,5.62
dabble,0.98,1.94,2.17,6.00,5.48,3.05,5.41
dad,1.00,2.58,4.29,2.00,7.14,4.05,6.12
daddy,1.00,2.44,4.24,2.00,7.27,4.24,5.78
daft,0.98,2.00,2.42,12.00,4.50,2.75,4.82
dagger,0.99,2.14,4.96,4.00,4.38,5.79,4.83
daily,1.00,2.43,3.15,2.00,5.74,4.20,5.38
dainty,0.98,1.89,2.33,6.00,6.42,2.70,5.20
daiquiri,0.85,1.02,4.62,13.00,5.68,4.95,5.29
dairy,1.00,2.44,4.45,2.00,6.09,3.90,6.39
daisy,1.00,2.44,5.00,4.00,7.48,3.95,5.37
dam,0.97,1.78,4.88,2.00,4.58,3.67,5.26
damage,1.00,2.43,3.20,4.00,2.98,4.86,3.46
dame,0.98,1.92,3.73,4.00,6.10,4.22,5.54
damn,1.00,2.45,2.00,8.00,4.32,5.10,4.39
damnation,0.98,1.90,1.56,10.00,3.14,5.77,3.55
damp,1.00,2.35,3.81,2.00,4.05,2.80,3.95
damper,0.98,2.02,3.13,8.00,4.30,3.59,4.55
damsel,0.98,1.97,3.88,10.00,5.74,4.44,4.29
dance,1.00,2.44,4.32,2.00,7.27,5.48,6.28
dancer,0.99,2.18,4.75,4.00,6.64,4.52,5.78
dandruff,0.99,2.24,4.79,4.00,3.05,4.41,3.57
dandy,0.99,2.24,2.73,4.00,6.55,4.00,6.12
danger,1.00,2.44,2.68,2.00,2.66,5.84,3.64
dangerous,0.99,2.25,2.13,2.00,2.33,6.81,2.56
dangle,0.97,1.88,3.36,4.00,4.76,4.25,3.95
dare,1.00,2.58,2.28,2.00,4.67,5.60,4.17
daredevil,0.99,2.23,3.76,6.00,4.89,6.33,5.28
daring,1.00,2.58,1.71,4.00,6.00,6.14,6.04
dark,1.00,2.35,4.29,2.00,5.08,4.09,4.61
darken,0.99,2.19,3.30,4.00,4.45,3.86,5.76
darkness,1.00,2.58,3.85,2.00,4.71,4.08,4.82
darkroom,0.98,1.96,4.45,6.00,4.90,3.61,5.76
darling,1.00,2.44,2.54,2.00,7.32,3.95,5.44
darn,0.99,2.32,3.00,4.00,3.81,3.17,5.56
dart,0.99,2.23,4.90,2.00,4.76,3.87,5.61
dash,0.99,2.33,3.39,2.00,5.05,4.29,5.86
dashboard,0.99,2.33,4.61,8.00,5.25,3.15,5.32
dashing,1.00,2.58,2.44,8.00,6.62,4.28,6.05
date,1.00,2.42,3.90,2.00,7.18,4.33,5.11
daughter,1.00,2.34,4.79,2.00,6.73,5.00,5.06
dawdle,0.92,1.37,2.22,10.00,4.77,3.29,4.86
dawn,0.99,2.26,4.46,4.00,6.74,3.10,4.98
day,0.99,2.33,3.92,2.00,6.36,3.62,5.59
daybreak,0.99,2.27,4.21,4.00,7.16,3.95,5.30
daydream,0.99,2.08,2.79,6.00,7.15,3.20,6.77
daylight,1.00,2.58,4.10,2.00,6.95,4.05,5.88
daytime,1.00,2.44,4.31,2.00,7.58,4.00,5.58
daze,1.00,2.33,2.52,6.00,4.14,4.50,4.58
dazzle,0.99,2.17,2.52,6.00,6.46,4.96,5.88
dazzling,0.99,2.32,2.10,6.00,6.50,6.36,6.16
deacon,0.94,1.48,3.52,10.00,5.09,3.87,5.11
dead,1.00,2.44,4.07,2.00,2.02,3.91,2.66
deadbeat,0.98,1.99,2.46,14.00,2.81,4.32,3.89
deadline,0.99,2.31,2.66,4.00,3.19,5.74,4.53
deadly,0.99,2.22,2.70,6.00,1.90,5.04,3.73
deaf,1.00,2.34,3.27,4.00,3.19,4.27,2.86
deafening,0.99,2.19,2.68,8.00,3.71,4.56,3.63
deal,1.00,2.44,3.10,2.00,6.14,3.90,6.12
dealer,0.99,2.18,3.76,6.00,4.18,5.42,5.00
death,1.00,2.35,3.73,2.00,1.89,5.53,3.42
deathbed,0.97,1.79,3.83,6.00,1.79,4.05,2.96
deathly,0.99,2.17,2.00,8.00,1.95,6.05,2.95
debacle,0.93,1.45,2.29,12.00,4.20,4.78,4.06
debatable,0.99,2.10,2.04,8.00,5.62,5.80,4.86
debate,1.00,2.42,3.18,6.00,4.95,4.86,5.96
debauchery,0.96,1.74,2.22,13.00,4.21,5.28,3.88
debrief,0.99,2.12,2.57,14.00,4.59,3.61,5.58
debris,0.99,2.11,4.69,10.00,4.20,4.23,4.68
debt,1.00,2.35,2.72,6.00,1.95,5.93,3.71
debut,0.98,2.05,1.83,10.00,5.81,3.41,5.52
debutante,0.90,1.28,3.54,10.00,5.00,4.23,5.81
decade,1.00,2.44,3.19,10.00,4.75,3.61,4.79
decadence,0.97,1.86,2.22,12.00,5.21,4.32,6.12
decadent,0.99,2.12,2.21,13.00,6.09,4.05,5.45
decathlon,0.93,1.42,4.08,10.00,4.67,4.50,5.71
decay,0.99,2.23,3.89,4.00,2.40,4.59,2.84
deceased,1.00,2.34,3.97,8.00,2.73,4.86,2.64
deceit,0.98,2.04,2.37,8.00,2.89,5.62,4.24
deceitful,0.99,2.13,2.13,10.00,2.60,5.18,4.11
deceive,0.99,2.11,1.68,6.00,2.95,5.90,4.58
decency,0.99,2.25,2.00,8.00,5.55,3.36,6.21
decent,1.00,2.42,2.04,8.00,6.27,4.15,6.74
deception,1.00,2.43,1.86,10.00,2.36,5.79,3.81
deceptive,1.00,2.43,1.78,8.00,3.73,4.95,3.86
decide,1.00,2.58,1.92,2.00,6.28,3.10,6.28
decimal,1.00,2.58,4.29,6.00,4.68,3.35,5.52
decimeter,0.94,1.51,3.56,10.00,4.82,2.50,4.76
decipher,0.99,2.12,2.83,12.00,5.09,4.39,5.68
decision,1.00,2.58,2.19,4.00,5.50,3.43,6.89
decisive,0.99,2.26,2.16,12.00,6.78,3.95,5.76
deck,1.00,2.44,4.77,2.00,5.68,3.25,5.38
declaration,1.00,2.35,2.52,6.00,5.67,4.24,5.24
declare,1.00,2.34,2.00,6.00,5.42,4.40,6.13
decline,0.99,2.32,2.76,8.00,3.19,3.60,3.71
decode,0.99,2.26,3.00,6.00,5.50,4.59,6.58
decompose,0.99,2.33,3.00,8.00,2.42,4.17,3.40
decomposition,0.99,2.14,3.10,12.00,3.16,4.00,3.89
decompression,0.99,2.25,3.07,8.00,3.75,2.91,4.78
decor,0.99,2.08,3.77,12.00,5.95,3.38,7.32
decorate,1.00,2.43,3.40,4.00,6.26,4.33,6.95
decoration,1.00,2.43,3.53,10.00,6.71,4.05,6.40
decorative,1.00,2.33,2.59,6.00,7.52,4.76,6.45
decorator,0.99,2.10,3.86,6.00,6.43,3.15,5.64
decorum,0.96,1.72,2.36,14.00,5.50,2.91,5.73
decoy,0.99,2.26,4.34,8.00,4.61,3.91,4.95
decrease,1.00,2.58,2.68,6.00,4.16,3.05,3.68
decree,0.98,1.90,2.68,10.00,5.33,3.90,4.53
decrepit,0.92,1.39,3.17,12.00,3.05,4.83,3.46
dedicate,1.00,2.58,2.69,6.00,6.48,3.35,5.73
dedication,0.99,2.24,2.16,8.00,7.38,4.36,7.18
deduce,0.98,2.03,1.61,13.00,5.29,3.04,5.67
deduct,1.00,2.33,2.31,6.00,4.24,4.11,4.86
deduction,0.98,2.00,2.19,6.00,5.14,3.23,5.22
deed,0.98,2.05,3.86,6.00,5.89,3.00,5.92
deejay,0.73,0.62,4.48,8.00,5.91,3.95,5.68
deem,0.97,1.88,2.10,14.00,4.74,3.29,5.57
deep,0.99,2.33,3.38,2.00,5.44,3.90,4.94
deer,0.99,2.18,4.86,2.00,6.89,3.95,4.89
defamation,0.97,1.76,2.25,12.00,2.90,5.62,2.56
default,0.99,2.24,2.00,10.00,4.16,4.57,4.70
defeat,0.99,2.15,2.96,4.00,3.74,4.14,3.87
defeatist,0.92,1.40,2.08,10.00,3.37,3.50,3.35
defect,1.00,2.45,2.48,8.00,2.89,4.14,3.37
defective,1.00,2.34,2.56,8.00,3.52,4.17,3.67
defend,1.00,2.43,2.31,2.00,6.30,4.55,6.64
defendant,0.99,2.11,3.80,8.00,4.05,4.14,3.95
defender,0.99,2.18,3.19,4.00,5.05,3.76,4.90
defense,0.99,2.25,2.45,2.00,5.36,5.11,5.53
defenseless,0.98,1.97,2.40,6.00,2.68,4.90,3.95
defensive,0.99,2.13,2.07,8.00,4.65,4.28,4.08
defer,0.96,1.73,1.92,14.00,4.50,2.70,4.08
defiance,1.00,2.35,2.17,8.00,4.15,5.86,5.44
defiant,1.00,2.58,2.07,10.00,4.12,5.90,6.02
deficiency,0.99,2.14,2.07,10.00,2.74,4.20,4.15
deficient,0.99,2.25,1.89,10.00,3.63,3.56,3.88
deficit,0.99,2.13,2.21,12.00,2.95,4.19,4.18
define,0.99,2.27,2.15,6.00,5.57,3.95,5.31
definite,1.00,2.34,2.07,8.00,5.79,4.19,5.39
definition,0.99,2.17,3.07,6.00,5.63,3.14,5.68
definitive,0.99,2.18,1.83,14.00,5.57,3.83,5.24
deflect,1.00,2.44,3.25,12.00,5.10,3.68,5.37
deformed,1.00,2.58,3.64,6.00,2.26,4.27,3.05
deformity,0.99,2.32,3.59,8.00,3.18,4.71,3.82
defrost,0.99,2.26,3.90,4.00,4.86,3.48,5.81
defuse,0.98,1.94,2.54,12.00,5.78,4.68,5.77
defy,0.99,2.18,1.86,8.00,4.84,5.43,5.30
degenerate,0.99,2.32,2.04,12.00,2.70,4.68,2.95
degeneration,0.99,2.18,2.17,12.00,3.48,4.18,3.67
degradation,0.97,1.79,2.23,8.00,2.85,4.26,3.39
degrade,0.99,2.16,1.64,6.00,2.62,4.95,4.40
degree,1.00,2.34,3.00,6.00,5.63,4.10,5.00
dehydration,1.00,2.33,3.52,8.00,3.38,4.68,3.32
delay,1.00,2.35,2.79,4.00,3.45,3.00,3.68
delegate,0.99,2.16,3.07,6.00,5.15,3.72,6.32
delegation,0.99,2.08,2.70,6.00,5.20,3.62,5.76
delete,1.00,2.43,3.48,12.00,4.00,3.71,5.39
deliberate,1.00,2.34,1.78,6.00,4.80,3.48,6.12
deliberation,0.99,2.06,2.19,10.00,5.19,3.95,4.80
delicacy,0.98,1.92,2.81,8.00,7.00,5.00,5.52
delicate,1.00,2.44,2.30,6.00,6.38,3.09,5.04
delicatessen,0.93,1.47,4.28,8.00,6.40,4.45,6.54
delicious,1.00,2.58,2.43,4.00,7.38,4.92,5.80
delight,0.99,2.32,2.30,4.00,8.21,5.02,7.29
delighted,1.00,2.44,2.86,2.00,7.74,5.00,6.22
delightful,1.00,2.44,2.38,4.00,7.38,6.16,6.76
delinquency,0.99,2.31,2.32,8.00,2.55,5.27,4.14
delinquent,0.99,2.25,2.17,6.00,3.45,4.90,2.86
delirious,0.99,2.32,2.12,8.00,4.32,5.81,4.61
delirium,0.97,1.87,1.97,10.00,3.40,4.94,3.27
deliver,1.00,2.34,3.12,2.00,6.00,4.75,6.74
deliverance,0.99,2.13,2.34,13.00,5.73,3.95,6.05
delivery,1.00,2.44,3.69,2.00,6.00,4.04,5.37
delta,1.00,2.44,3.21,6.00,5.30,3.32,6.15
delude,0.98,2.03,2.11,12.00,3.62,3.95,4.35
deluge,0.93,1.41,3.48,12.00,4.10,4.70,4.11
delusion,1.00,2.58,2.30,8.00,3.30,4.60,3.91
demand,0.99,2.25,2.20,6.00,4.10,5.85,5.14
demeanor,0.98,2.00,2.44,14.00,5.32,2.90,5.30
demented,0.99,2.06,1.69,14.00,3.11,4.86,4.36
dementia,0.99,2.22,2.23,14.00,2.85,5.05,1.68
demise,0.98,1.95,2.31,14.00,3.00,4.18,3.17
democracy,0.99,2.09,1.78,6.00,6.16,5.05,5.58
democrat,0.99,2.16,3.96,8.00,5.54,5.65,5.61
democratic,1.00,2.35,1.74,8.00,5.70,4.33,6.62
demolish,0.99,2.25,3.46,6.00,2.67,4.50,4.45
demolition,0.99,2.24,3.38,8.00,3.91,5.23,4.38
demon,1.00,2.34,3.32,6.00,3.00,5.34,3.40
demonstrate,0.99,2.25,2.53,4.00,5.47,4.14,6.00
demonstration,1.00,2.58,3.75,6.00,5.50,3.53,5.20
den,0.99,2.18,4.57,2.00,5.11,2.86,5.68
denial,1.00,2.45,2.46,8.00,3.57,4.85,4.05
denim,0.98,2.00,4.77,4.00,6.00,3.67,5.76
denominator,0.99,2.18,3.36,6.00,4.61,4.09,5.25
denounce,0.99,2.12,1.83,10.00,4.24,4.08,4.00
dense,0.98,2.03,3.14,8.00,4.68,3.59,5.08
density,0.99,2.12,2.52,8.00,5.15,3.55,4.55
dent,0.99,2.22,4.63,6.00,3.52,3.46,4.95
dental,0.99,2.32,3.08,6.00,4.73,4.79,3.62
dentist,0.99,2.24,4.93,2.00,3.84,4.37,4.70
deny,1.00,2.42,2.20,6.00,3.81,5.63,4.29
deodorant,0.99,2.11,5.00,6.00,6.09,3.73,6.33
depart,1.00,2.33,2.86,6.00,4.05,3.90,4.36
department,0.98,2.02,3.30,8.00,5.33,2.50,4.83
departure,1.00,2.58,3.07,6.00,4.05,3.65,5.09
depend,1.00,2.58,1.89,4.00,5.00,4.45,6.21
dependable,1.00,2.44,1.86,2.00,7.24,3.50,6.30
dependence,0.99,2.13,2.15,4.00,3.60,3.55,4.00
dependency,0.99,2.27,1.93,6.00,3.71,4.26,3.71
dependent,0.99,2.11,2.32,6.00,4.50,3.73,4.37
depict,0.99,2.08,2.13,13.00,4.74,3.88,5.71
deplorable,0.96,1.68,1.78,12.00,3.90,4.73,4.00
deploy,0.99,2.25,2.96,13.00,4.25,4.96,4.90
deport,0.99,2.16,3.41,8.00,3.14,3.84,3.73
deportation,0.99,2.24,2.42,10.00,3.57,4.42,4.04
depose,0.93,1.44,2.52,8.00,4.20,4.30,5.00
deposit,1.00,2.34,3.92,4.00,6.25,4.50,6.37
deposition,1.00,2.43,2.92,14.00,3.53,4.18,4.12
depository,0.97,1.77,3.37,13.00,4.76,4.05,5.58
depot,0.98,1.93,4.14,6.00,5.18,3.19,5.45
depravity,0.96,1.73,2.17,14.00,3.05,4.36,3.89
depress,0.99,2.25,2.29,6.00,2.47,3.14,3.67
depressed,1.00,2.44,1.93,10.00,2.27,4.25,3.91
depression,0.99,2.31,2.39,8.00,2.44,5.20,3.33
deprivation,0.99,2.26,1.96,10.00,2.58,4.57,3.38
deprive,0.99,2.18,2.21,6.00,3.37,3.72,4.24
depth,0.99,2.17,3.11,6.00,5.80,4.35,5.24
deputy,1.00,2.42,4.07,4.00,5.30,4.05,5.52
derail,0.97,1.85,3.55,6.00,3.86,4.85,4.22
derelict,0.92,1.40,3.41,12.00,3.78,4.40,4.22
derivative,0.96,1.73,1.93,10.00,4.70,3.72,4.59
derive,0.98,2.02,2.00,8.00,4.72,2.90,5.95
dermatologist,1.00,2.44,4.21,12.00,6.00,3.61,4.53
derogatory,1.00,2.33,2.15,14.00,2.70,3.95,3.68
descend,1.00,2.33,3.18,6.00,4.67,3.17,5.40
descendant,0.98,2.00,3.53,8.00,5.26,4.24,5.48
descent,0.99,2.23,3.00,8.00,5.30,3.90,4.32
describe,1.00,2.42,2.18,2.00,5.90,2.95,5.55
description,1.00,2.43,2.43,4.00,5.24,3.64,5.54
descriptive,1.00,2.44,2.20,6.00,5.74,3.45,6.48
desecrate,0.94,1.56,2.56,14.00,3.05,4.12,4.10
desert,0.99,2.24,4.86,4.00,5.36,3.50,5.58
deserter,0.98,2.00,3.32,6.00,3.27,4.97,4.31
desertion,0.96,1.75,1.93,6.00,4.00,3.67,4.05
deserve,1.00,2.43,1.69,6.00,6.77,4.50,6.32
deserving,1.00,2.43,1.62,6.00,6.70,4.35,7.17
design,0.99,2.17,3.27,2.00,6.80,3.95,5.80
designate,0.98,1.92,3.14,8.00,5.62,4.60,5.61
designer,0.99,2.32,3.78,6.00,5.57,5.00,5.44
desirable,0.99,2.31,1.92,6.00,6.95,6.25,6.15
desire,1.00,2.43,1.70,4.00,7.05,6.20,6.07
desk,1.00,2.43,4.87,2.00,5.56,2.45,5.72
desolate,0.99,2.25,2.17,8.00,2.95,3.22,2.94
desolation,0.98,1.89,2.25,8.00,2.91,4.04,4.25
despair,0.99,2.15,2.21,6.00,3.61,4.64,4.05
desperado,0.94,1.55,3.44,10.00,4.40,3.41,4.14
desperate,0.99,2.11,1.73,6.00,3.19,5.00,3.21
desperation,0.99,2.11,1.90,8.00,2.55,6.30,4.00
despicable,0.99,2.08,1.43,12.00,2.76,4.86,3.24
despise,0.99,2.11,2.12,6.00,3.08,4.77,4.38
despondent,0.98,1.93,2.28,14.00,3.81,4.64,3.46
dessert,0.99,2.23,4.93,2.00,7.20,5.50,5.73
destination,1.00,2.58,3.82,6.00,6.40,4.57,6.52
destiny,1.00,2.34,1.67,8.00,6.73,4.76,5.45
destitute,0.97,1.85,2.08,12.00,2.11,4.20,4.30
destroy,1.00,2.43,3.08,2.00,2.67,5.16,4.30
destroyer,1.00,2.43,3.59,4.00,2.16,6.09,3.67
destruct,0.99,2.16,2.96,10.00,3.50,6.09,4.42
destruction,1.00,2.58,3.21,6.00,2.53,5.62,3.78
destructive,0.99,2.25,2.17,6.00,3.11,6.38,4.85
detach,0.97,1.84,2.90,6.00,4.50,3.19,5.50
detached,1.00,2.34,2.56,6.00,3.65,3.60,4.95
detachment,0.99,2.26,2.48,8.00,4.30,3.32,5.93
detail,0.99,2.18,2.50,8.00,5.67,3.81,7.14
detailed,0.99,2.18,2.27,10.00,6.10,4.35,5.47
detain,0.99,2.11,2.74,6.00,3.00,4.25,4.86
detect,0.99,2.33,2.19,6.00,5.09,4.57,6.32
detection,0.99,2.13,2.57,6.00,4.63,3.95,5.11
detective,1.00,2.34,4.21,2.00,5.06,4.55,4.39
detector,0.99,2.24,3.70,6.00,4.42,4.52,5.59
detention,1.00,2.43,3.26,8.00,3.28,4.57,4.20
deter,0.94,1.49,2.33,14.00,4.05,3.86,5.13
detergent,1.00,2.58,4.77,2.00,5.42,3.25,5.60
deteriorate,0.99,2.19,3.00,12.00,3.64,4.86,3.85
deterioration,0.97,1.87,2.38,12.00,2.89,5.00,2.73
determination,1.00,2.58,1.70,6.00,7.58,5.52,7.06
determine,0.99,2.26,2.13,8.00,6.00,4.68,7.09
deterrent,0.98,2.02,2.63,12.00,4.58,4.23,4.89
detest,0.99,2.17,2.36,10.00,3.05,5.09,4.65
detonate,0.99,2.12,3.19,12.00,3.26,6.10,3.33
detonation,0.99,2.10,3.15,12.00,3.40,4.83,5.00
detour,1.00,2.33,3.66,4.00,3.86,4.58,4.05
detriment,0.96,1.74,1.77,14.00,3.67,4.40,4.47
deuce,0.98,1.99,3.04,8.00,4.53,3.50,4.96
devastation,1.00,2.34,2.76,12.00,2.91,5.48,3.09
develop,0.99,2.06,1.87,4.00,6.05,4.50,6.71
developer,0.99,2.33,3.54,6.00,5.89,3.75,5.29
development,0.99,2.32,2.41,6.00,5.25,4.23,6.68
deviate,0.98,1.99,2.10,12.00,5.10,4.27,5.19
deviation,0.99,2.18,2.96,12.00,4.90,4.70,4.94
device,1.00,2.58,3.97,6.00,5.79,3.42,5.95
devil,1.00,2.34,3.41,2.00,3.11,5.40,3.84
deviled,0.88,1.17,2.23,12.00,3.37,4.24,4.25
devilish,1.00,2.33,1.82,6.00,4.22,6.38,5.43
devious,0.99,2.10,2.18,12.00,3.57,3.83,5.16
devise,0.99,2.09,2.00,8.00,4.45,4.48,5.15
devoid,0.94,1.53,1.85,14.00,3.61,3.22,3.82
devote,0.98,2.03,2.00,8.00,5.53,4.05,7.05
devoted,0.98,2.06,1.88,6.00,7.16,4.22,6.21
devotion,1.00,2.44,2.36,6.00,6.00,4.73,6.30
devour,1.00,2.34,3.14,8.00,5.21,6.06,4.95
devout,0.98,2.06,2.46,10.00,4.48,4.13,5.89
dew,0.99,2.13,4.38,4.00,4.79,3.04,5.67
dexterity,0.99,2.17,2.72,10.00,6.35,3.26,6.08
diabetes,1.00,2.35,3.83,8.00,2.74,4.04,3.11
diagnose,0.99,2.18,1.92,8.00,5.00,3.72,4.71
diagnosis,1.00,2.34,2.63,8.00,4.62,4.00,3.55
diagonal,0.99,2.17,3.96,6.00,5.17,3.29,5.13
diagram,0.99,2.23,4.36,6.00,5.47,3.71,6.13
dial,1.00,2.44,4.52,2.00,4.63,3.76,6.89
dialect,0.98,2.01,2.67,6.00,6.00,4.26,5.35
dialogue,1.00,2.58,3.00,10.00,6.25,2.86,5.00
dialysis,0.96,1.73,3.54,14.00,3.24,4.91,3.23
diameter,0.99,2.18,4.03,6.00,4.76,4.04,5.28
diamond,1.00,2.45,4.89,4.00,6.88,5.82,5.64
diaper,0.99,2.12,4.82,4.00,3.71,3.41,4.14
diaphragm,0.98,2.00,3.93,12.00,4.67,3.96,5.24
diarrhea,0.98,1.94,4.52,8.00,2.10,6.85,2.58
diary,0.99,2.18,4.50,6.00,6.00,3.73,6.86
dibs,0.94,1.54,2.23,12.00,5.21,4.62,5.35
dice,0.99,2.32,4.86,2.00,5.80,4.64,4.56
dicey,0.94,1.54,1.90,12.00,4.24,4.70,4.29
dictate,1.00,2.33,3.15,6.00,4.40,3.24,4.96
dictation,1.00,2.44,2.75,6.00,4.26,2.94,4.47
dictator,1.00,2.58,4.29,6.00,2.77,5.50,4.19
dictatorship,1.00,2.34,2.77,6.00,2.62,6.38,2.76
diction,0.99,2.10,2.64,10.00,4.85,3.73,6.05
dictionary,1.00,2.58,4.62,4.00,6.05,2.91,5.88
diddle,0.93,1.41,2.60,12.00,4.75,3.15,4.95
die,1.00,2.33,3.07,2.00,1.67,6.90,3.28
diesel,1.00,2.43,3.88,6.00,4.32,3.78,5.29
diet,0.99,2.23,3.21,2.00,4.42,3.83,5.29
differ,0.99,2.24,1.59,6.00,5.10,3.26,5.47
difference,0.99,2.33,2.15,2.00,4.89,3.15,5.44
different,1.00,2.58,1.97,2.00,5.91,3.95,6.47
differential,0.99,2.25,2.36,12.00,4.00,3.62,5.05
difficult,1.00,2.33,2.21,2.00,3.78,4.45,3.78
difficulty,0.99,2.28,1.90,2.00,2.57,4.21,4.64
diffuse,0.99,2.18,2.46,12.00,5.04,3.86,4.75
dig,1.00,2.58,4.33,2.00,5.28,3.67,4.67
digest,0.99,2.25,3.07,6.00,4.74,2.90,4.92
digestion,1.00,2.44,3.66,6.00,4.50,3.86,5.21
digestive,1.00,2.33,2.67,6.00,5.00,4.00,4.71
digit,0.98,1.96,4.52,10.00,4.84,3.05,4.35
dignified,1.00,2.43,1.57,6.00,6.55,3.48,6.25
dignify,1.00,2.34,1.71,8.00,5.68,4.24,5.78
dignity,1.00,2.33,2.03,6.00,7.20,3.71,6.85
dike,0.92,1.40,4.54,4.00,4.22,4.85,4.92
dilemma,0.99,2.07,2.00,10.00,4.24,5.19,2.96
diligence,0.99,2.13,1.97,10.00,5.68,4.63,6.85
diligent,0.98,2.01,1.69,10.00,6.14,4.33,7.05
dill,0.96,1.67,4.07,6.00,5.85,3.25,5.76
dim,0.99,2.25,3.31,2.00,3.37,3.55,4.83
dime,1.00,2.43,4.85,2.00,5.58,3.52,5.32
dimension,0.99,2.19,2.50,8.00,5.24,3.73,5.00
diminish,0.98,2.01,2.50,8.00,4.05,3.87,5.05
diminutive,0.94,1.49,2.57,12.00,4.42,3.50,4.62
dimwit,0.97,1.78,2.56,6.00,3.48,3.50,3.95
dine,0.99,2.10,3.37,2.00,6.60,4.00,6.05
diner,1.00,2.44,4.82,2.00,6.75,4.04,6.43
dinghy,0.82,0.92,4.20,13.00,4.82,4.17,4.67
dingo,0.94,1.54,4.73,12.00,5.65,4.25,4.80
dingy,0.96,1.73,3.63,6.00,3.45,4.57,4.89
dining,0.99,2.11,3.75,2.00,6.77,4.70,6.63
dinky,0.94,1.54,2.67,6.00,4.10,3.67,4.19
dinner,1.00,2.34,4.50,2.00,6.40,3.85,6.05
dinosaur,0.99,2.31,4.87,2.00,6.11,5.33,4.41
diocese,0.86,1.06,3.04,14.00,5.05,4.00,4.54
dioxide,0.99,2.17,2.81,6.00,4.58,3.95,4.71
dip,1.00,2.44,4.22,4.00,5.42,3.35,5.20
diploma,0.99,2.25,4.93,6.00,6.32,5.25,6.82
diplomacy,0.99,2.32,2.04,10.00,5.53,5.22,5.42
diplomat,0.99,2.06,3.67,8.00,4.65,3.65,5.67
diplomatic,1.00,2.44,1.86,8.00,5.90,4.45,5.62
dipper,0.98,1.92,4.21,2.00,5.39,3.36,5.70
dire,0.99,2.13,1.80,13.00,3.00,5.00,4.17
direct,0.99,2.24,2.15,6.00,5.75,4.29,6.38
direction,1.00,2.33,2.79,4.00,5.45,3.33,6.18
directive,0.99,2.26,2.72,12.00,5.70,4.30,5.96
director,0.99,2.32,4.04,4.00,4.95,3.75,6.89
directory,0.99,2.26,4.25,6.00,5.21,3.33,6.13
dirt,0.99,2.32,4.86,2.00,4.50,3.44,4.70
dirty,1.00,2.43,4.23,2.00,3.17,5.05,5.05
disability,0.99,2.18,3.46,8.00,2.95,3.90,4.70
disable,0.98,1.93,3.42,8.00,3.58,3.60,4.04
disadvantage,1.00,2.43,1.96,6.00,2.68,3.90,3.62
disagree,1.00,2.44,2.77,4.00,2.84,4.90,5.45
disagreeable,0.99,2.24,1.90,6.00,3.29,4.26,4.48
disagreement,0.99,2.23,2.97,4.00,2.86,3.91,5.11
disappear,0.99,2.17,2.86,2.00,4.10,4.35,5.42
disappearance,1.00,2.58,2.40,4.00,3.75,4.95,3.91
disappoint,0.99,2.24,1.89,4.00,3.38,3.91,4.07
disappointment,1.00,2.43,1.93,4.00,2.79,4.90,4.08
disapproval,0.98,2.03,2.32,6.00,3.40,4.23,5.26
disapprove,0.99,2.24,1.89,4.00,3.55,3.81,5.21
disarm,1.00,2.43,3.55,4.00,4.38,3.70,5.94
disaster,0.99,2.17,3.07,4.00,1.71,6.35,2.97
disastrous,0.98,2.00,2.32,6.00,2.21,4.23,3.89
disband,0.97,1.76,2.62,8.00,4.00,3.38,5.36
disbelief,1.00,2.43,1.89,6.00,4.21,5.58,5.22
disc,0.98,2.05,4.85,6.00,5.60,3.56,5.58
discard,0.99,2.10,3.04,4.00,4.00,3.71,5.95
discerning,0.99,2.09,1.46,12.00,4.95,4.26,4.94
discharge,1.00,2.58,3.83,6.00,3.40,4.94,4.00
disciple,0.98,1.97,3.29,6.00,4.67,3.52,4.32
disciplinary,1.00,2.44,2.00,8.00,3.60,4.56,4.58
discipline,1.00,2.44,2.24,6.00,5.90,5.80,5.96
disclose,0.98,2.02,2.37,10.00,4.00,4.45,5.89
disclosure,1.00,2.43,2.18,14.00,4.71,3.15,4.27
discomfort,0.99,2.32,2.28,4.00,2.84,4.43,3.55
disconnect,1.00,2.44,2.74,4.00,3.81,3.12,4.60
discontent,0.99,2.11,1.93,6.00,2.75,4.67,3.68
discontinue,0.99,2.25,2.50,6.00,3.94,3.89,4.41
discord,0.97,1.80,2.26,8.00,3.58,5.43,4.12
discount,1.00,2.44,2.79,6.00,5.78,4.62,5.86
